 Location:  5S  95W  24 Apr 1994 to 10 May 2012 ( 6592 times, 11 blocks) Gen. Date Nov 24 2013
 Units: Winds (M/S), W. Dir (DEG), -99.9 = missing, (1,1) is NE at sqrt(2) m/s
 Time: 1200 24 Apr 1994 to 1200 15 Mar 1997 (index     1 to  1057, 1057 times)
 Depth (M):       -4    -4    -4    -4 QUALITY and SOURCE
 YYYYMMDD HHMM  UWND  VWND  WSPD  WDIR SD SD
 19950711 1200  -3.3   3.2   4.6 313.9 12 55
 19950712 1200  -3.3   3.0   4.4 312.2 12 55
 19950713 1200  -4.0   3.4   5.3 309.6 12 55
 19950714 1200  -4.8   4.1   6.3 310.7 12 55
 19950715 1200  -5.1   3.7   6.3 306.1 12 55
 19950716 1200  -5.5   3.5   6.5 302.0 12 55
 19950717 1200  -6.5   4.0   7.6 301.7 12 55
 19950718 1200  -4.8   3.6   6.0 306.7 12 55
 19950719 1200  -5.5   1.8   5.8 288.3 12 55
 19950720 1200  -4.1   0.8   4.2 281.1 12 55
 19950721 1200  -2.2   3.5   4.2 327.8 12 55
 19950722 1200  -5.2   4.2   6.7 308.8 12 55
 19950723 1200  -4.8   3.2   5.8 304.3 12 55
 19950724 1200  -4.6   3.3   5.7 305.9 12 55
 19950725 1200  -3.4   4.5   5.7 323.1 12 55
 19950726 1200  -5.2   5.2   7.3 314.8 12 55
 19950727 1200  -6.2   5.7   8.4 312.4 12 55
 19950728 1200  -8.0   4.3   9.1 298.6 12 55
 19950729 1200  -7.1   3.4   7.9 295.7 12 55
 19950730 1200  -5.3   5.2   7.4 314.1 12 55
 19950731 1200  -5.0   5.9   7.7 320.1 12 55
 19950801 1200  -5.8   7.0   9.1 320.5 12 55
 19950802 1200  -6.9   4.8   8.4 305.0 12 55
 19950803 1200  -7.8   3.8   8.7 295.7 12 55
 19950804 1200  -7.4   3.3   8.1 294.3 12 55
 19950805 1200  -5.7   4.8   7.4 309.9 12 55
 19950806 1200  -6.5   3.9   7.6 300.8 12 55
 19950807 1200  -6.9   2.8   7.4 292.0 12 55
 19950808 1200  -6.2   2.8   6.8 294.4 12 55
 19950809 1200  -5.6   4.6   7.2 309.3 12 55
 19950810 1200  -6.0   5.0   7.8 309.8 12 55
 19950811 1200  -6.1   4.8   7.7 308.1 12 55
 19950812 1200  -6.3   3.5   7.2 298.8 12 55
 19950813 1200  -6.3   3.9   7.4 301.7 12 55
 19950814 1200  -6.8   4.3   8.1 302.2 12 55
 19950815 1200  -6.0   3.2   6.8 297.9 12 55
 19950816 1200  -7.0   2.3   7.4 287.9 12 55
 19950817 1200  -6.8   3.1   7.5 294.2 12 55
 19950818 1200  -5.2   3.8   6.5 306.0 12 55
 19950819 1200  -5.4   5.0   7.3 312.6 12 55
 19950820 1200  -5.6   3.6   6.7 302.7 12 55
 19950821 1200  -6.3   2.4   6.7 290.4 12 55
 19950822 1200  -5.0   3.7   6.2 306.0 12 55
 19950823 1200  -5.1   4.0   6.5 308.5 12 55
 19950824 1200  -6.4   2.8   7.0 293.6 12 55
 19950825 1200  -5.9   2.7   6.5 294.4 12 55
 19950826 1200  -6.0   3.5   7.0 300.2 12 55
 19950827 1200  -4.6   3.8   6.0 309.5 12 55
 19950828 1200  -4.3   4.6   6.3 316.4 12 55
 19950829 1200  -5.1   3.7   6.3 306.2 12 55
 19950830 1200  -6.1   1.9   6.4 287.5 12 55
 19950831 1200  -5.2   1.8   5.5 288.9 12 55
 19950901 1200  -4.9   3.7   6.2 306.9 12 55
 19950902 1200  -4.2   3.9   5.7 312.6 12 55
 19950903 1200  -2.4   2.9   3.7 320.4 12 55
 19950904 1200  -3.1   4.0   5.0 322.3 12 55
 19950905 1200  -4.2   4.1   5.9 314.2 12 55
 19950906 1200  -3.9   4.3   5.8 317.7 12 55
 19950907 1200  -4.9   4.7   6.8 313.9 12 55
 19950908 1200  -5.8   5.2   7.8 311.5 12 55
 19950909 1200  -6.5   4.1   7.7 302.2 12 55
 19950910 1200  -6.2   3.5   7.1 299.7 12 55
 19950911 1200  -5.5   4.2   6.9 307.0 12 55
 19950912 1200  -6.6   4.2   7.8 302.4 12 55
 19950913 1200  -6.1   4.1   7.3 303.8 12 55
 19950914 1200  -5.2   3.4   6.2 302.8 12 55
 19950915 1200  -5.5   3.9   6.8 305.8 12 55
 19950916 1200  -5.3   2.6   5.9 296.6 12 55
 19950917 1200  -4.2   2.9   5.1 304.7 12 55
 19950918 1200  -4.0   2.6   4.8 303.1 12 55
 19950919 1200  -5.5   2.2   6.0 291.4 12 55
 19950920 1200  -4.9   2.5   5.5 296.9 12 55
 19950921 1200  -4.0   3.2   5.1 309.0 12 55
 19950922 1200  -3.8   3.9   5.4 315.2 12 55
 19950923 1200  -5.1   4.8   7.0 313.4 12 55
 19950924 1200  -5.8   3.3   6.6 299.5 12 55
 19950925 1200  -5.2   3.7   6.4 305.6 12 55
 19950926 1200  -5.8   4.0   7.1 304.6 12 55
 19950927 1200  -6.0   2.2   6.4 290.2 12 55
 19950928 1200  -5.4   1.6   5.6 286.7 12 55
 19950929 1200  -4.4   1.7   4.7 291.0 12 55
 19950930 1200  -3.4   4.0   5.3 319.2 12 55
 19951001 1200  -4.2   4.3   6.0 316.0 12 55
 19951002 1200  -6.0   4.7   7.6 307.9 12 55
 19951003 1200  -6.7   3.4   7.5 297.1 12 55
 19951004 1200  -6.4   2.9   7.0 294.8 12 55
 19951005 1200  -6.4   3.9   7.4 301.1 12 55
 19951006 1200  -5.7   4.1   7.0 305.8 12 55
 19951007 1200  -5.0   4.5   6.7 312.4 12 55
 19951008 1200  -5.7   3.6   6.7 302.2 12 55
 19951009 1200  -4.8   2.6   5.5 298.2 12 55
 19951010 1200  -5.0   3.6   6.1 305.7 12 55
 19951011 1200  -5.7   3.6   6.7 302.2 12 55
 19951012 1200  -6.5   4.1   7.7 302.4 12 55
 19951013 1200  -6.7   2.9   7.3 293.4 12 55
 19951014 1200  -6.2   3.6   7.2 299.9 12 55
 19951015 1200  -5.2   2.6   5.8 296.1 12 55
 19951016 1200  -4.7   2.5   5.3 297.4 12 55
 19951017 1200  -5.3   1.1   5.4 281.6 12 55
 19951018 1200  -5.2   2.5   5.8 296.1 12 55
 19951019 1200  -5.4   2.0   5.7 290.0 12 55
 19951020 1200  -4.7   2.9   5.6 301.9 12 55
 19951021 1200  -4.8   1.4   5.0 286.1 12 55
 19951022 1200  -4.9   1.6   5.2 287.6 12 55
 19951023 1200  -5.6   2.1   6.0 291.1 12 55
 19951024 1200  -4.1   3.2   5.2 307.6 12 55
 19951025 1200  -4.2   2.6   4.9 301.9 12 55
 19951026 1200  -3.8   2.5   4.5 303.4 12 55
 19951027 1200  -3.8   4.1   5.6 317.3 12 55
 19951028 1200  -4.9   3.0   5.7 301.9 12 55
 19951029 1200  -4.4   2.4   5.0 298.9 12 55
 19951030 1200  -3.3   2.2   3.9 303.9 12 55
 19951031 1200  -3.0   4.1   5.1 324.0 12 55
 19951101 1200  -4.1   4.5   6.1 317.6 12 55
 19951102 1200  -5.2   4.5   6.9 310.9 12 55
 19951103 1200  -5.4   4.0   6.7 306.2 12 55
 19951104 1200  -5.2   4.3   6.8 309.3 12 55
 19951105 1200  -5.8   4.4   7.3 307.1 12 55
 19951106 1200  -5.2   4.8   7.0 312.8 12 55
 19951107 1200  -4.9   4.5   6.7 313.0 12 55
 19951108 1200  -5.0   4.2   6.5 310.1 12 55
 19951109 1200  -5.1   3.6   6.2 305.2 12 55
 19951110 1200  -4.8   4.0   6.3 309.3 12 55
 19951111 1200  -3.9   2.5   4.6 302.7 12 55
 19951112 1200  -4.9   4.2   6.5 310.6 12 55
 19951113 1200  -5.7   2.6   6.3 294.6 12 55
 19951114 1200  -4.3   3.1   5.4 305.8 12 55
 19951115 1200  -5.4   3.9   6.7 305.9 12 55
 19951116 1200  -5.9   3.8   7.0 302.6 12 55
 19951117 1200  -5.3   4.2   6.8 308.3 12 55
 19951118 1200  -4.6   4.4   6.4 313.8 12 55
 19951119 1200  -4.4   4.5   6.3 315.7 12 55
 19951120 1200  -3.5   4.1   5.4 319.4 12 55
 19951121 1200  -4.2   4.2   6.0 314.5 12 55
 19951122 1200  -4.8   2.9   5.6 300.8 12 55
 19951123 1200  -3.7   2.5   4.5 304.2 12 55
 19951124 1200  -3.2   4.1   5.2 321.9 12 55
 19951125 1200  -4.5   4.8   6.6 316.5 12 55
 19951126 1200  -4.7   4.0   6.1 310.4 12 55
 19951127 1200  -5.3   4.2   6.7 308.6 12 55
 19951128 1200  -4.5   3.0   5.4 303.7 12 55
 19951129 1200  -4.2   2.5   4.9 301.5 12 55
 19951130 1200  -4.9   3.8   6.2 307.8 12 55
 19951201 1200  -5.3   3.4   6.3 302.1 12 55
 19951202 1200  -5.7   3.7   6.8 302.9 12 55
 19951203 1200  -4.4   3.5   5.6 308.0 12 55
 19951204 1200  -4.8   3.5   5.9 305.9 12 55
 19951205 1200  -4.6   3.2   5.6 305.1 12 55
 19951206 1200  -4.6   2.5   5.2 298.2 12 55
 19951207 1200  -4.0   4.1   5.7 315.7 12 55
 19951208 1200  -5.2   4.2   6.6 308.7 12 55
 19951209 1200  -5.5   5.0   7.4 312.4 12 55
 19951210 1200  -5.2   4.2   6.7 309.1 12 55
 19951211 1200  -4.7   3.8   6.0 309.0 12 55
 19951212 1200  -4.0   2.9   5.0 306.1 12 55
 19951213 1200  -4.6   3.3   5.7 305.2 12 55
 19951214 1200  -4.3   2.7   5.1 301.7 12 55
 19951215 1200  -4.9   3.9   6.3 308.9 12 55
 19951216 1200  -4.0   2.2   4.5 298.7 12 55
 19951217 1200  -4.3   2.5   5.0 299.7 12 55
 19951218 1200  -5.4   2.5   6.0 294.3 12 55
 19951219 1200  -4.0   3.4   5.3 310.6 12 55
 19951220 1200  -4.7   3.7   6.0 308.2 12 55
 19951221 1200  -3.4   2.6   4.3 307.6 12 55
 19951222 1200  -3.3   2.6   4.2 308.9 12 55
 19951223 1200  -3.6   3.9   5.3 317.4 12 55
 19951224 1200  -3.6   2.6   4.5 306.1 12 55
 19951225 1200  -2.1   3.0   3.6 325.5 12 55
 19951226 1200  -3.1   4.2   5.2 323.8 12 55
 19951227 1200  -2.8   3.4   4.4 320.6 12 55
 19951228 1200  -3.1   3.2   4.5 315.6 12 55
 19951229 1200  -3.2   3.3   4.6 315.5 12 55
 19951230 1200  -3.7   2.2   4.3 300.4 12 55
 19951231 1200  -4.0   2.9   4.9 305.5 12 55
 19960101 1200  -3.3   4.5   5.5 323.9 12 55
 19960102 1200  -3.4   4.4   5.6 321.9 12 55
 19960103 1200  -3.8   2.5   4.5 303.0 12 55
 19960104 1200  -4.3   1.6   4.6 290.3 12 55
 19960105 1200  -4.3   3.1   5.3 305.5 12 55
 19960106 1200  -3.7   4.2   5.6 318.7 12 55
 19960107 1200  -3.5   4.7   5.9 322.9 12 55
 19960108 1200  -4.2   3.1   5.2 306.8 12 55
 19960109 1200  -4.3   3.2   5.4 306.5 12 55
 19960110 1200  -4.9   3.7   6.1 307.0 12 55
 19960111 1200  -4.3   4.5   6.2 316.3 12 55
 19960112 1200  -2.9   4.0   4.9 324.7 12 55
 19960113 1200  -2.6   4.9   5.5 332.6 12 55
 19960114 1200  -4.3   3.3   5.4 307.8 12 55
 19960115 1200  -5.0   2.2   5.4 293.9 12 55
 19960116 1200  -4.0   2.1   4.5 298.4 12 55
 19960117 1200  -3.5   4.6   5.7 322.8 12 55
 19960118 1200  -3.0   5.2   6.0 330.5 12 55
 19960119 1200  -2.9   4.0   5.0 324.7 12 55
 19960120 1200  -2.8   4.7   5.4 329.2 12 55
 19960121 1200  -2.9   5.3   6.0 331.4 12 55
 19960122 1200  -4.5   4.7   6.5 316.1 12 55
 19960123 1200  -4.4   4.4   6.2 314.6 12 55
 19960124 1200  -3.9   5.1   6.5 322.9 12 55
 19960125 1200  -5.2   4.7   7.0 311.8 12 55
 19960126 1200  -4.2   4.8   6.4 318.5 12 55
 19960127 1200  -4.8   4.3   6.4 312.3 12 55
 19960128 1200  -4.5   2.6   5.2 300.8 12 55
 19960129 1200  -2.1   3.2   3.8 326.0 12 55
 19960130 1200  -2.8   2.8   4.0 314.8 12 55
 19960131 1200  -2.7   2.5   3.7 312.6 12 55
 19960201 1200  -2.8   0.9   3.0 288.8 12 55
 19960202 1200  -1.6   2.4   2.9 325.6 12 55
 19960203 1200  -4.7   4.2   6.3 312.2 12 55
 19960204 1200  -2.9   4.3   5.2 326.5 12 55
 19960205 1200   0.1   2.4   2.5   3.4 12 55
 19960206 1200  -1.3   4.0   4.3 342.2 12 55
 19960207 1200  -3.2   4.3   5.3 322.8 12 55
 19960208 1200  -5.0   4.4   6.6 311.4 12 55
 19960209 1200  -3.5   0.6   3.5 279.9 12 55
 19960210 1200  -2.2   1.4   2.6 301.0 12 55
 19960211 1200  -4.3   1.0   4.4 283.4 12 55
 19960212 1200  -4.9   0.7   5.0 278.4 12 55
 19960213 1200  -4.7   3.8   6.0 308.9 12 55
 19960214 1200  -4.2   3.9   5.8 313.1 12 55
 19960215 1200  -3.2   3.5   4.7 317.9 12 55
 19960216 1200  -3.4   2.6   4.3 306.9 12 55
 19960217 1200  -3.0   3.0   4.2 314.1 12 55
 19960218 1200  -3.3   3.5   4.8 316.7 12 55
 19960219 1200  -4.0   2.8   4.8 305.2 12 55
 19960220 1200  -3.8  -0.2   3.8 267.3 12 55
 19960221 1200  -2.8   2.3   3.6 309.9 12 55
 19960222 1200  -4.1   2.8   5.0 304.5 12 55
 19960223 1200  -4.9   1.7   5.2 289.6 12 55
 19960224 1200  -4.4   3.4   5.6 307.8 12 55
 19960225 1200  -3.5  -1.4   3.8 248.9 12 55
 19960226 1200  -4.4  -0.5   4.5 263.4 12 55
 19960227 1200  -4.1   4.7   6.3 319.2 12 55
 19960228 1200  -3.7   5.5   6.6 326.1 12 55
 19960229 1200  -3.1   4.9   5.8 327.3 12 55
 19960301 1200  -2.0   4.5   4.9 335.5 12 55
 19960302 1200  -2.1   5.6   6.0 339.8 12 55
 19960303 1200  -2.8   4.7   5.4 329.2 12 55
 19960304 1200  -2.8   3.3   4.3 319.2 12 55
 19960305 1200  -2.2   3.5   4.1 328.5 12 55
 19960306 1200   2.3   4.1   4.7  29.1 12 55
 19960307 1200   0.3  -3.1   3.1 174.9 12 55
 19960308 1200   1.1  -3.8   4.0 163.5 12 55
 19960309 1200   1.7  -1.5   2.2 131.0 12 55
 19960310 1200  -0.1   2.0   2.0 357.1 12 55
 19960311 1200  -4.3   1.3   4.5 286.3 12 55
 19960312 1200  -5.7   0.0   5.7 270.3 12 55
 19960313 1200  -2.4  -2.1   3.2 228.2 12 55
 19960314 1200  -1.3  -0.1   1.3 263.7 12 55
 19960315 1200  -3.1   2.6   4.0 309.5 12 55
 19960316 1200  -5.2   1.8   5.5 289.1 12 55
 19960317 1200  -4.2   2.8   5.1 303.0 12 55
 19960318 1200  -5.0   1.7   5.3 289.2 12 55
 19960319 1200  -3.8   1.2   3.9 287.8 12 55
 19960320 1200  -0.8   0.5   0.9 303.6 12 55
 19960321 1200   0.0  -2.2   2.2 180.4 12 55
 19960322 1200  -2.1  -4.7   5.2 204.2 12 55
 19960323 1200  -4.0  -2.6   4.8 236.5 12 55
 19960324 1200  -5.3  -1.1   5.4 258.2 12 55
 19960325 1200  -4.2   0.9   4.3 282.0 12 55
 19960326 1200  -5.9   2.4   6.3 291.8 12 55
 19960327 1200  -5.6   2.6   6.2 294.9 12 55
 19960328 1200  -2.9   0.7   3.0 283.1 12 55
 19960329 1200  -6.2   1.5   6.4 284.0 12 55
 19960330 1200  -7.2   2.8   7.7 291.0 12 55
 19960331 1200  -5.6   4.7   7.3 310.0 12 55
 19960401 1200  -5.9   4.5   7.5 307.4 12 55
 19960402 1200  -5.9   4.3   7.3 305.9 12 55
 19960403 1200  -4.5   5.0   6.7 317.7 12 55
 19960404 1200  -5.4   0.5   5.5 275.1 12 55
 19960405 1200  -5.9   2.1   6.2 289.5 12 55
 19960406 1200  -7.4   3.1   8.0 292.9 12 55
 19960407 1200  -4.8   1.6   5.1 288.6 12 55
 19960408 1200  -2.9   1.6   3.3 299.3 12 55
 19960409 1200  -6.7   0.5   6.7 274.2 12 55
 19960410 1200  -6.7   3.5   7.6 297.4 12 55
 19960411 1200  -6.1   2.7   6.7 293.7 12 55
 19960412 1200  -5.4   2.4   5.9 294.2 12 55
 19960413 1200  -5.5   2.4   6.0 293.2 12 55
 19960414 1200  -2.8   3.4   4.4 320.8 12 55
 19960415 1200  -6.5   1.4   6.7 282.4 12 55
 19960416 1200  -6.7   2.8   7.2 292.6 12 55
 19960417 1200  -4.9   0.2   4.9 272.6 12 55
 19960418 1200  -4.5  -1.2   4.7 255.5 12 55
 19960419 1200  -6.2  -0.3   6.2 267.0 12 55
 19960420 1200  -6.7  -0.9   6.8 262.4 12 55
 19960421 1200  -6.2  -0.8   6.3 263.2 12 55
 19960422 1200  -4.9  -1.9   5.2 248.4 12 55
 19960423 1200  -6.2  -0.3   6.2 267.4 12 55
 19960424 1200  -5.8  -0.8   5.9 261.9 12 55
 19960425 1200  -6.5   1.0   6.6 278.5 12 55
 19960426 1200  -5.7   2.6   6.3 294.7 12 55
 19960427 1200  -4.3   3.8   5.8 311.4 12 55
 19960428 1200  -4.0   4.5   6.0 317.8 12 55
 19960429 1200  -4.2   4.0   5.8 313.9 12 55
 19960430 1200  -4.7   4.9   6.8 316.1 12 55
 19960501 1200  -3.9   3.5   5.2 312.1 12 55
 19960502 1200  -2.9   3.4   4.5 320.4 12 55
 19960503 1200  -3.5   4.3   5.6 320.4 12 55
 19960504 1200  -4.8   2.9   5.6 300.5 12 55
 19960505 1200  -3.6   3.3   4.9 312.0 12 55
 19960506 1200  -2.8   5.2   5.9 331.8 12 55
 19960507 1200  -3.8   4.0   5.5 316.5 12 55
 19960508 1200  -3.7   5.1   6.3 324.1 12 55
 19960509 1200  -6.1   2.8   6.7 294.7 12 55
 19960510 1200  -6.1   3.3   6.9 298.6 12 55
 19960511 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19960512 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19960513 1200  -5.1   3.8   6.3 306.9 12 55
 19960514 1200  -5.8   4.1   7.1 305.1 12 55
 19960515 1200  -3.7   2.9   4.7 308.1 12 55
 19960516 1200  -5.3   2.3   5.8 293.8 12 55
 19960517 1200  -5.0   4.0   6.4 308.9 12 55
 19960518 1200  -6.0   2.4   6.5 292.1 12 55
 19960519 1200  -6.6   0.1   6.6 270.8 12 55
 19960520 1200  -6.8   1.6   7.0 283.8 12 55
 19960521 1200  -6.7   3.2   7.4 295.9 12 55
 19960522 1200  -4.9   2.7   5.6 298.8 12 55
 19960523 1200  -5.9   0.4   5.9 274.2 12 55
 19960524 1200  -4.3   0.4   4.4 275.2 12 55
 19960525 1200  -5.4   3.1   6.3 299.7 12 55
 19960526 1200  -5.7   3.3   6.6 299.9 12 55
 19960527 1200  -4.6   2.5   5.2 297.9 12 55
 19960528 1200  -5.9   1.1   6.0 280.1 12 55
 19960529 1200  -6.3   2.4   6.8 290.8 12 55
 19960530 1200  -6.5   3.8   7.5 300.3 12 55
 19960531 1200  -6.4   2.1   6.7 288.5 12 55
 19960601 1200  -5.4   1.4   5.6 284.1 12 55
 19960602 1200  -5.7   2.3   6.1 292.4 12 55
 19960603 1200  -5.3   1.8   5.6 288.3 12 55
 19960604 1200  -4.6   2.0   5.0 293.6 12 55
 19960605 1200  -5.9   0.6   5.9 275.7 12 55
 19960606 1200  -6.3   1.7   6.6 285.0 12 55
 19960607 1200  -5.1   2.4   5.6 295.3 12 55
 19960608 1200  -5.1   2.1   5.6 292.6 12 55
 19960609 1200  -5.0   2.4   5.6 295.6 12 55
 19960610 1200  -4.4   2.0   4.8 295.2 12 55
 19960611 1200  -5.1   3.0   5.9 300.6 12 55
 19960612 1200  -5.7   3.8   6.9 304.0 12 55
 19960613 1200  -6.5   3.6   7.5 299.4 12 55
 19960614 1200  -6.0   2.6   6.6 293.3 12 55
 19960615 1200  -6.2   2.3   6.6 290.3 12 55
 19960616 1200  -5.8   3.0   6.5 297.7 12 55
 19960617 1200  -6.2   4.4   7.6 305.2 12 55
 19960618 1200  -6.7   5.1   8.4 307.3 12 55
 19960619 1200  -8.0   4.9   9.4 301.7 12 55
 19960620 1200  -7.0   3.6   7.8 297.3 12 55
 19960621 1200  -6.8   2.2   7.2 287.5 12 55
 19960622 1200  -5.6   3.0   6.3 297.7 12 55
 19960623 1200  -5.1   3.4   6.1 304.1 12 55
 19960624 1200  -4.9   3.7   6.1 306.9 12 55
 19960625 1200  -4.8   3.5   5.9 305.6 12 55
 19960626 1200  -4.4   3.8   5.9 310.8 12 55
 19960627 1200  -4.7   2.8   5.5 301.1 12 55
 19960628 1200  -4.6   2.1   5.0 294.4 12 55
 19960629 1200  -4.7   2.5   5.3 297.6 12 55
 19960630 1200  -3.6   2.3   4.3 302.5 12 55
 19960701 1200  -4.1   2.4   4.7 300.3 12 55
 19960702 1200  -4.2   2.1   4.7 296.8 12 55
 19960703 1200  -3.9   0.8   3.9 281.1 12 55
 19960704 1200  -6.3   2.2   6.7 289.7 12 55
 19960705 1200  -5.7   0.6   5.7 276.1 12 55
 19960706 1200  -7.0   2.4   7.4 289.1 12 55
 19960707 1200  -6.7   1.9   7.0 285.9 12 55
 19960708 1200  -6.2   3.1   6.9 296.7 12 55
 19960709 1200  -6.5   3.1   7.2 295.5 12 55
 19960710 1200  -5.6   2.7   6.3 295.9 12 55
 19960711 1200  -4.5   2.4   5.1 297.9 12 55
 19960712 1200  -3.7   2.6   4.5 304.9 12 55
 19960713 1200  -3.2   3.0   4.4 313.0 12 55
 19960714 1200  -3.6   2.8   4.5 307.6 12 55
 19960715 1200  -5.3   2.9   6.0 299.1 12 55
 19960716 1200  -6.1   3.3   7.0 298.5 12 55
 19960717 1200  -6.4   3.6   7.3 299.3 12 55
 19960718 1200  -5.7   3.3   6.6 299.9 12 55
 19960719 1200  -6.0   3.4   6.8 299.7 12 55
 19960720 1200  -5.7   2.4   6.2 292.3 12 55
 19960721 1200  -4.7   1.5   4.9 287.7 12 55
 19960722 1200  -5.5   2.8   6.1 296.9 12 55
 19960723 1200  -4.8   2.5   5.5 297.0 12 55
 19960724 1200  -6.7   2.7   7.2 291.9 12 55
 19960725 1200  -7.3   2.2   7.7 287.1 12 55
 19960726 1200  -6.4   3.7   7.4 299.9 12 55
 19960727 1200  -6.4   5.1   8.2 308.8 12 55
 19960728 1200  -5.4   4.7   7.2 310.9 12 55
 19960729 1200  -4.9   3.3   5.9 303.7 12 55
 19960730 1200  -3.0   1.4   3.3 294.4 12 55
 19960731 1200  -3.4   3.0   4.5 311.4 12 55
 19960801 1200  -4.5   4.0   6.0 311.2 12 55
 19960802 1200  -4.8   3.9   6.2 309.1 12 55
 19960803 1200  -3.8   4.5   5.9 319.9 12 55
 19960804 1200  -4.1   4.8   6.3 319.6 12 55
 19960805 1200  -4.3   5.0   6.6 319.3 12 55
 19960806 1200  -5.2   3.0   6.0 299.8 12 55
 19960807 1200  -5.4   3.4   6.4 302.2 12 55
 19960808 1200  -5.5   4.4   7.0 308.8 12 55
 19960809 1200  -7.1   4.6   8.5 302.9 12 55
 19960810 1200  -6.7   5.0   8.4 306.9 12 55
 19960811 1200  -6.1   2.3   6.5 290.7 12 55
 19960812 1200  -5.7   3.2   6.5 299.1 12 55
 19960813 1200  -6.9   3.0   7.5 293.6 12 55
 19960814 1200  -5.6   2.5   6.1 293.8 12 55
 19960815 1200  -4.0   2.0   4.5 296.5 12 55
 19960816 1200  -3.6   1.1   3.8 287.4 12 55
 19960817 1200  -4.0   2.1   4.5 297.4 12 55
 19960818 1200  -5.6   4.0   6.9 306.0 12 55
 19960819 1200  -5.8   3.6   6.8 302.1 12 55
 19960820 1200  -5.7   3.8   6.8 303.2 12 55
 19960821 1200  -5.3   2.7   6.0 297.1 12 55
 19960822 1200  -3.7  -0.1   3.7 268.9 12 55
 19960823 1200  -3.9   2.1   4.4 298.3 12 55
 19960824 1200  -6.8   4.7   8.2 304.8 12 55
 19960825 1200  -8.0   4.6   9.2 300.1 12 55
 19960826 1200  -7.1   4.7   8.5 303.4 12 55
 19960827 1200  -6.9   3.0   7.6 293.6 12 55
 19960828 1200  -6.8   2.1   7.2 287.4 12 55
 19960829 1200  -7.0   2.7   7.5 291.1 12 55
 19960830 1200  -5.7   2.8   6.4 296.1 12 55
 19960831 1200  -5.3   1.8   5.6 289.0 12 55
 19960901 1200  -5.1   2.4   5.6 295.5 12 55
 19960902 1200  -4.1   2.4   4.8 300.4 12 55
 19960903 1200  -5.7   3.0   6.4 298.2 12 55
 19960904 1200  -4.8   3.0   5.7 302.2 12 55
 19960905 1200  -4.8   3.1   5.7 303.0 12 55
 19960906 1200  -4.7   3.0   5.5 302.3 12 55
 19960907 1200  -4.1   1.1   4.2 284.7 12 55
 19960908 1200  -4.7   2.5   5.3 298.0 12 55
 19960909 1200  -4.3   3.1   5.3 305.5 12 55
 19960910 1200  -4.6   3.7   5.9 308.5 12 55
 19960911 1200  -4.6   3.6   5.9 307.9 12 55
 19960912 1200  -5.7   4.4   7.2 307.7 12 55
 19960913 1200  -5.8   3.8   6.9 303.0 12 55
 19960914 1200  -6.0   4.0   7.2 303.5 12 55
 19960915 1200  -5.6   4.6   7.2 309.5 12 55
 19960916 1200  -5.4   5.2   7.5 314.2 12 55
 19960917 1200  -6.4   2.9   7.0 294.8 12 55
 19960918 1200  -6.3   4.0   7.5 302.1 12 55
 19960919 1200  -6.0   4.5   7.5 306.9 12 55
 19960920 1200  -5.5   4.5   7.1 309.1 12 55
 19960921 1200  -6.1   3.6   7.1 300.3 12 55
 19960922 1200  -5.9   1.8   6.1 286.7 12 55
 19960923 1200  -5.2   1.8   5.5 288.6 12 55
 19960924 1200  -4.8   3.5   6.0 305.9 12 55
 19960925 1200  -5.0   4.3   6.7 310.6 12 55
 19960926 1200  -5.2   3.2   6.1 302.1 12 55
 19960927 1200  -5.0   3.6   6.2 306.4 12 55
 19960928 1200  -4.7   3.3   5.7 305.4 12 55
 19960929 1200  -4.8   3.7   6.1 307.5 12 55
 19960930 1200  -5.3   4.5   6.9 310.3 12 55
 19961001 1200  -6.0   2.9   6.7 296.1 12 55
 19961002 1200  -5.7   2.4   6.2 293.0 12 55
 19961003 1200  -5.3   3.7   6.5 304.9 12 55
 19961004 1200  -5.7   4.2   7.0 306.3 12 55
 19961005 1200  -5.2   4.6   7.0 311.3 12 55
 19961006 1200  -6.4   4.5   7.8 305.4 12 55
 19961007 1200  -5.6   2.7   6.3 295.8 12 55
 19961008 1200  -5.3   2.9   6.0 298.6 12 55
 19961009 1200  -6.7   3.3   7.5 296.5 12 55
 19961010 1200  -5.9   2.3   6.3 291.2 12 55
 19961011 1200  -5.3   3.4   6.3 302.5 12 55
 19961012 1200  -4.7   4.0   6.2 310.1 12 55
 19961013 1200  -5.2   3.2   6.1 301.1 12 55
 19961014 1200  -4.6   1.2   4.8 285.3 12 55
 19961015 1200  -5.5   3.2   6.4 299.8 12 55
 19961016 1200  -5.5   1.6   5.8 286.4 12 55
 19961017 1200  -5.5   2.3   6.0 292.6 12 55
 19961018 1200 -99.9 -99.9 -99.9 -99.9 00 00
 19961019 1200  -5.8   3.1   6.5 297.9 14 11
 19961020 1200  -5.4   3.0   6.1 299.0 14 55
 19961021 1200  -4.7   2.8   5.5 300.4 14 55
 19961022 1200  -4.9   2.8   5.6 299.8 14 55
 19961023 1200  -5.3   3.7   6.5 305.0 14 55
 19961024 1200  -5.8   3.1   6.6 298.3 14 55
 19961025 1200  -5.9   3.4   6.8 300.1 14 55
 19961026 1200  -5.6   4.7   7.3 310.1 14 55
